,County,State,annual_ghg_emissions,annual_operating_cost,total_annual_cost,annual_fuel_use,total_vehicle_count,vehicle_split_BEV,vehicle_split_FFV,vehicle_split_SIDI,vehicle_pc_BEV,vehicle_pc_FFV,vehicle_pc_SIDI,efuels_area,census_area,census_totpop,census_urbpop,census_rurpop,pct_rural,pop_density,county_class,ghg_globalrank,popden_globalrank,censusarea_globalrank,ghg_staterank,popden_staterank,censusarea_staterank,median_household_income_2018,household_income_ID,annual_vmt,Efuel Station Count,e85_area,E85 Station Count
262,La Salle,TX,28154239500.0,2246939.84,51633751.0,1596815.4500000004,8014.0,3205.6,0.0,4808.4,40.0,0.0,60.0,40.0,1486.691,6886,3694,3192,46.4,4.631762753658965,suburban,321.0,339.0,64.0,187.0,203.0,23.0,"$40,072",5,11574.835,,0.0,0.0
263,McCulloch,TX,34208854000.0,2732832.87,62799372.0,1942121.36,9747.0,3898.8,0.0,5848.2,40.0,0.0,60.0,40.0,1065.598,8283,5357,2926,35.3,7.773100174737565,suburban,308.0,312.0,112.0,179.0,182.0,55.0,"$42,719",5,11574.835,,0.0,0.0
264,McLennan,TX,912193700000.0,57876798.0,1391350970.0,39218205.0,223372.995,134351.29,0.0,89021.705,60.1,0.0,39.9,60.14661342705161,1037.101,234906,180051,54855,23.4,226.50252964754642,suburban,47.0,51.0,124.0,17.0,26.0,66.0,"$48,858",5,11574.835,8.0,38.86929449095911,11.0
265,Matagorda,TX,123248045000.0,9876527.4,233270010.0,6822159.9,36969.0,19416.057,0.0,17552.943,52.5,0.0,47.5,52.51983351252393,1100.276,36702,23336,13366,36.4,33.357084949594466,suburban,174.0,182.0,105.0,88.0,103.0,49.0,"$48,830",5,11574.835,2.0,9.825016326035007,1.0
266,Maverick,TX,199441376000.0,13473093.5,312486450.0,9485046.5,48849.0,21651.843,0.0,27197.157000000007,44.3,0.0,55.7,44.324025198014,1279.258,54258,49236,5022,9.3,42.41364916224874,suburban,130.0,156.0,86.0,62.0,86.0,33.0,"$35,594",5,11574.835,1.0,6.05595276550754,1.0
267,Mitchell,TX,25189156000.0,2010301.83,46195906.0,1428645.74,7170.0,2868.0,0.0,4302.0,40.0,0.0,60.0,40.0,911.09,9403,5948,3455,36.7,10.320604989627807,suburban,334.0,287.0,192.0,197.0,166.0,123.0,"$48,529",5,11574.835,,0.0,0.0
268,Nacogdoches,TX,195946572000.0,15708879.6,370007680.0,10882446.0,58520.0,30025.725,0.0,28494.275,51.3,0.0,48.7,51.30848465915223,946.5369999999999,64524,34546,29978,46.5,68.16849209275496,suburban,131.0,112.0,153.0,63.0,57.0,86.0,"$45,357",5,11574.835,1.0,0.0,0.0
269,Nolan,TX,48470797000.0,3886586.4,91662047.0,2688809.0300000003,14511.0,7527.6695,0.0,6983.3305,51.9,0.0,48.1,51.87560814196475,911.997,15216,10247,4969,32.7,16.684265408767793,suburban,271.0,254.0,189.0,150.0,145.0,120.0,"$42,522",5,11574.835,2.0,0.0,0.0
270,Ochiltree,TX,42371886000.0,3381624.8,77708344.0,2403193.33,12061.0,4824.4,0.0,7236.6,40.0,0.0,60.0,40.0,917.627,10223,8801,1422,13.9,11.14069224205478,suburban,292.0,281.0,181.0,166.0,163.0,112.0,"$49,845",5,11574.835,,0.0,0.0
271,Pecos,TX,67019378000.0,4554478.0,105267851.0,3217751.19,16412.0,7010.5427,0.0,9401.4573,42.7,0.0,57.3,42.7159562702904,4763.847,15507,9339,6168,39.8,3.2551423250998615,suburban,238.0,362.0,10.0,129.0,221.0,2.0,"$47,008",5,11574.835,2.0,0.0,0.0
272,Potter,TX,351891390000.0,27419872.0,648974650.0,18897902.2,103010.0,55047.46400000001,0.0,47962.53599999999,53.4,0.0,46.6,53.43895179172878,908.37,121073,110181,10892,9.0,133.28599579466515,suburban,86.0,69.0,198.0,42.0,35.0,129.0,"$41,912",5,11574.835,5.0,0.0,0.0
273,Presidio,TX,27493427500.0,2196190.9,50778964.0,1551044.3099999996,7919.0,3395.9637,0.0,4523.0363,42.9,0.0,57.1,42.88374382360541,3855.237,7818,4654,3164,40.5,2.0278908923109005,suburban,324.0,373.0,17.0,190.0,230.0,4.0,"$37,738",5,11574.835,1.0,0.0,0.0
274,Reeves,TX,62056568000.0,4193724.2,97237403.0,2953288.3,15197.0,6714.8612,0.0,8482.1388,44.2,0.0,55.8,44.18543938886384,2635.375,13783,11785,1998,14.5,5.229995731157805,suburban,243.0,334.0,33.0,133.0,200.0,9.0,"$45,341",5,11574.835,3.0,3.828597455233382,1.0
275,Runnels,TX,43230547000.0,3464854.3,81464485.0,2404881.34,12867.0,6498.7551,0.0,6368.2449,50.5,0.0,49.5,50.507150577910096,1050.945,10501,6221,4280,40.8,9.991959617296814,suburban,288.0,291.0,120.0,163.0,170.0,63.0,"$42,205",5,11574.835,1.0,0.0,0.0
276,San Saba,TX,25474714000.0,2213574.98,50867040.0,1573104.36,7895.0,3158.0,0.0,4737.0,40.0,0.0,60.0,40.0,1135.297,6131,3105,3026,49.4,5.400348983569938,suburban,332.0,331.0,100.0,195.0,198.0,45.0,"$43,827",5,11574.835,,0.0,0.0
277,Stephens,TX,41997347000.0,2884236.38,66278562.0,2049718.06,10287.0,4114.8,0.0,6172.2,40.0,0.0,60.0,40.0,896.7180000000001,9630,5839,3791,39.4,10.739150168558938,suburban,294.0,285.0,223.0,168.0,165.0,154.0,"$43,115",5,11574.835,,0.0,0.0
278,Swisher,TX,24125542600.0,1927310.29,44288795.0,1369666.77,6874.0,2749.6,0.0,4124.4,40.0,0.0,60.0,40.0,890.159,7854,4903,2951,37.6,8.823142831786232,suburban,337.0,304.0,231.0,198.0,178.0,162.0,"$43,084",5,11574.835,,0.0,0.0
279,Taylor,TX,448258870000.0,34265324.0,815176080.0,23485445.1,129882.0,72319.87,0.0,57562.13,55.7,0.0,44.3,55.681210399186504,915.552,131506,110421,21085,16.0,143.63575198350284,suburban,74.0,67.0,183.0,35.0,34.0,114.0,"$48,040",5,11574.835,3.0,0.0,0.0
280,Terry,TX,39203129000.0,3131809.04,71967681.0,2225658.73,11170.0,4468.0,0.0,6702.0,40.0,0.0,60.0,40.0,888.8380000000001,12651,9530,3121,24.7,14.233173836881598,suburban,297.0,267.0,232.0,171.0,154.0,163.0,"$41,268",5,11574.835,,0.0,0.0
281,Uvalde,TX,91774405000.0,7524037.1,175569838.0,5263813.5,27573.0,12987.633999999998,0.0,14585.366000000002,47.1,0.0,52.9,47.10272230666254,1551.9460000000001,26405,18118,8287,31.4,17.014122914070466,suburban,207.0,250.0,56.0,110.0,142.0,16.0,"$39,725",5,11574.835,1.0,0.0,0.0
282,Val Verde,TX,164098174000.0,13109355.2,303278140.0,9253036.2,47317.0,20415.893,0.0,26901.107000000004,43.1,0.0,56.9,43.14705724314935,3144.75,48879,43914,4965,10.2,15.54304793703792,suburban,145.0,259.0,26.0,69.0,147.0,7.0,"$44,276",5,11574.835,1.0,0.0,0.0
283,Walker,TX,190749132000.0,14520113.4,345937820.0,9936416.8,55177.0,31070.041,0.0,24106.959,56.3,0.0,43.7,56.3097689352927,784.169,67861,36928,30933,45.6,86.5387435616557,suburban,135.0,96.0,278.0,65.0,48.0,202.0,"$43,681",5,11574.835,4.0,2.022912294201716,0.0
284,Webb,TX,714628890000.0,57090069.0,1320798770.0,40294599.0,206074.998,88951.23800000003,0.0,117123.76,43.2,0.0,56.8,43.16449729363625,3361.482,250304,243797,6507,2.6,74.46239486036218,suburban,56.0,105.0,22.0,23.0,52.0,6.0,"$44,919",5,11574.835,2.0,3.175304298576205,1.0
285,Wharton,TX,162093125000.0,12980720.6,305234920.0,9008500.2,48215.0,24377.798,0.0,23837.202,50.6,0.0,49.4,50.56060993364236,1086.15,41280,20683,20597,49.9,38.00580030382544,suburban,146.0,168.0,108.0,70.0,92.0,51.0,"$48,040",5,11574.835,1.0,0.0,0.0
286,Wichita,TX,407440412000.0,27571182.0,680003970.0,18146686.0,111159.0,78512.208,0.0,32646.792,70.6,0.0,29.4,70.63054524674456,627.776,131500,117473,14027,10.7,209.46961973697626,suburban,78.0,53.0,327.0,36.0,27.0,227.0,"$47,477",5,11574.835,3.0,0.0,0.0
287,Wilbarger,TX,50776968000.0,3337712.8,78624173.0,2311991.25,12436.0,6386.011,0.0,6049.989000000001,51.4,0.0,48.6,51.351005514823676,970.8439999999999,13535,10572,2963,21.9,13.941477724536588,suburban,268.0,270.0,144.0,148.0,156.0,80.0,"$44,735",5,11574.835,1.0,0.0,0.0
288,Young,TX,79750465000.0,6371002.5,146403009.0,4527631.4,22723.0,9089.2,0.0,13633.8,40.0,0.0,60.0,40.0,914.4680000000001,18550,12323,6227,33.6,20.285018174501463,suburban,223.0,235.0,186.0,120.0,133.0,117.0,"$49,301",5,11574.835,,0.0,0.0
289,Archer,TX,71935965200.0,5666626.355,82539083.5,4318313.938,11791.99997,325.46697,0.0,11466.533,2.8,0.0,97.2,2.760065885907984,903.11,9054,997,8057,89.0,10.02535682253546,rural,234.0,290.0,206.0,127.0,169.0,137.0,"$61,190",6,12627.015,,0.0,0.0
290,Armstrong,TX,4395163900.0,1327565.7,19046111.0,1013408.9,2707.0,0.0,0.0,2707.0,0.0,0.0,100.0,0.0,909.1089999999999,1901,0,1901,100.0,2.09105838793808,rural,391.0,372.0,195.0,247.0,229.0,126.0,"$57,210",6,12627.015,,0.0,0.0
291,Atascosa,TX,291744672500.0,23595841.0,355319474.0,18171949.2,50680.0004,0.0,4936.3014,45743.699,0.0,9.7,90.3,0.0,1219.5439999999999,44911,17645,27266,60.7,36.82605957636625,rural,96.0,172.0,94.0,47.0,95.0,40.0,"$50,594",6,12627.015,,9.740136990478128,1.0
292,Austin,TX,233936258400.0,18239412.76,287146003.2,13828404.58,41920.0003,5723.7265,1066.4858,35129.788,13.7,2.5,83.8,13.653927743615556,646.508,28417,9564,18853,66.3,43.95459916969318,rural,113.0,152.0,321.0,55.0,82.0,224.0,"$59,942",6,12627.015,1.0,2.544097823787699,0.0
293,Bandera,TX,159948531200.0,12667533.642,197485546.86,9580887.993,28828.999506,4054.3417,81.441806,24693.216,14.1,0.3,85.7,14.063414265824905,790.961,20485,0,20485,100.0,25.898874912922377,rural,148.0,200.0,274.0,72.0,113.0,199.0,"$53,008",6,12627.015,1.0,0.2824995860832778,0.0
294,Bastrop,TX,233596591000.0,38102272.4,659566499.0,29097992.5,97583.0,18032.306,12963.015,66587.679,18.5,13.3,68.2,18.4789415207778,888.15,74171,26811,47360,63.9,83.51179417891122,rural,114.0,100.0,233.0,56.0,50.0,164.0,"$61,883",6,12627.015,3.0,13.284091663553255,1.0
295,Blanco,TX,35057406901.2,8326849.963939998,133329788.0653,6274293.92948,19629.00037312,3633.2193,0.78707312,15994.994,18.5,0.0,81.5,18.50944668193488,709.2510000000001,10497,0,10497,100.0,14.800120126725233,rural,303.0,265.0,304.0,175.0,153.0,213.0,"$64,832",6,12627.015,3.0,0.0040097464125907895,0.0
296,Borden,TX,1732412200.0,523277.65,7507277.7,399448.59,1067.0,0.0,0.0,1067.0,0.0,0.0,100.0,0.0,897.443,641,0,641,100.0,0.7142514900667787,rural,397.0,393.0,222.0,252.0,248.0,153.0,"$66,101",6,12627.015,,0.0,0.0
297,Burleson,TX,59541304400.0,11503014.23,168679791.5,8759311.499,24153.00035,956.50935,0.0,23196.491,4.0,0.0,96.0,3.9602092853606137,659.0260000000001,17187,4012,13175,76.7,26.07939595706391,rural,249.0,199.0,319.0,136.0,112.0,223.0,"$53,626",6,12627.015,,0.0,0.0
298,Burnet,TX,148804756000.0,22601423.2,400091889.0,17287881.3,59377.0004,11657.715,9212.4434,38506.842,19.6,15.5,64.9,19.63338499645732,994.258,42750,18950,23800,55.7,42.996888131651936,rural,153.0,154.0,137.0,75.0,84.0,74.0,"$56,696",6,12627.015,1.0,15.515171576973549,1.0
299,Callahan,TX,41850379000.0,8210113.6,117787570.0,6267262.3,16741.0,0.0,0.0,16741.0,0.0,0.0,100.0,0.0,899.372,13544,3768,9776,72.2,15.059397001463244,rural,295.0,263.0,219.0,169.0,151.0,150.0,"$50,330",6,12627.015,,0.0,0.0
300,Carson,TX,18549060000.0,3638913.0,52206186.0,2777796.2,7420.0,0.0,0.0,7420.0,0.0,0.0,100.0,0.0,920.22,6182,297,5885,95.2,6.717958748994804,rural,350.0,320.0,178.0,209.0,188.0,109.0,"$64,799",6,12627.015,,0.0,0.0
301,Clay TX,TX,31017135200.0,5814341.739999997,88974356.8,4405514.51,12917.9997,1456.4757,0.0,11461.524,11.3,0.0,88.7,11.274776679824535,1088.721,10752,2731,8021,74.6,9.875808402703726,rural,314.0,293.0,107.0,182.0,172.0,50.0,"$65,914",6,12627.015,1.0,0.0,0.0
302,Comanche,TX,42697836000.0,8376365.8,120172730.0,6394172.4,17080.0,0.0,0.0,17080.0,0.0,0.0,100.0,0.0,937.7539999999999,13974,3988,9986,71.5,14.901562669953954,rural,290.0,264.0,158.0,165.0,152.0,90.0,"$52,251",6,12627.015,,0.0,0.0
303,Cooke,TX,93462584000.0,28230511.0,405013060.0,21550008.0,57564.0,0.0,0.0,57564.0,0.0,0.0,100.0,0.0,874.758,38437,15746,22691,59.0,43.94010235962134,rural,206.0,153.0,245.0,109.0,83.0,175.0,"$52,047",6,12627.015,,0.0,0.0
304,Fannin,TX,96882591000.0,19006209.0,272675300.0,14508557.0,38755.0,0.0,0.0,38755.0,0.0,0.0,100.0,0.0,890.837,33915,9995,23920,70.5,38.070937780985744,rural,201.0,166.0,229.0,104.0,90.0,160.0,"$53,111",6,12627.015,,0.0,0.0
305,Fayette,TX,124498753000.0,14168037.0,239367251.0,10601494.75,35789.0005,9460.8035,0.0,26328.197,26.4,0.0,73.6,26.4349477983896,950.008,24554,8069,16485,67.1,25.846098138120944,rural,172.0,202.0,152.0,86.0,114.0,85.0,"$55,776",6,12627.015,3.0,0.0,0.0
306,Gaines,TX,142486170000.0,11265918.0,161628100.0,8599937.3,22972.0,0.0,0.0,22972.0,0.0,0.0,100.0,0.0,1502.375,17526,6477,11049,63.0,11.6655295781679,rural,158.0,279.0,59.0,78.0,161.0,19.0,"$56,321",6,12627.015,,0.0,0.0
307,Gillespie,TX,86026432804.0,15325925.7441,251533862.106,11512323.4236,37299.00012100001,8285.4253,11.805821,29001.769,22.2,0.0,77.8,22.213532006852606,1058.214,24837,11511,13326,53.7,23.47067795360863,rural,214.0,216.0,114.0,113.0,122.0,57.0,"$61,433",6,12627.015,5.0,0.031651841983937716,0.0
308,Goliad,TX,60140427000.0,4755107.9,68219835.0,3629853.4,9696.0,0.0,0.0,9696.0,0.0,0.0,100.0,0.0,852.013,7210,0,7210,100.0,8.462302262638877,rural,246.0,308.0,256.0,135.0,180.0,183.0,"$55,008",6,12627.015,,0.0,0.0
309,Hardin,TX,105428835000.0,25953617.7,408473635.0,19597986.31,59825.0001,9466.7961,1.5020174e-13,50358.20400000001,15.8,0.0,84.2,15.824147198103141,890.567,54635,26472,28163,51.5,61.34855659372064,rural,187.0,122.0,230.0,96.0,64.0,161.0,"$60,909",6,12627.015,2.0,0.0,0.0
310,Harrison,TX,124234465000.0,29272930.0,470572328.0,22046077.2,69360.0,13260.632,1.5020174e-13,56099.368,19.1,0.0,80.9,19.11855888897397,899.951,65631,28842,36789,56.1,72.92730381987464,rural,173.0,107.0,217.0,87.0,53.0,148.0,"$50,131",6,12627.015,1.0,0.0,0.0
311,Hartley,TX,16956641000.0,3326515.8,47724334.0,2539325.0,6783.0,0.0,0.0,6783.0,0.0,0.0,100.0,0.0,1462.033,6062,2591,3471,57.3,4.146281239889936,rural,359.0,349.0,65.0,217.0,211.0,24.0,"$72,451",6,12627.015,,0.0,0.0
312,Hopkins,TX,103374891800.0,19149574.99,297953822.0,14480479.57,43485.0005,6085.1755,0.0,37399.825,14.0,0.0,86.0,13.99373453592538,767.174,35161,14196,20965,59.6,45.83184518766277,rural,188.0,144.0,282.0,97.0,79.0,206.0,"$52,079",6,12627.015,1.0,0.0,0.0
313,Houston TX,TX,58152053000.0,11408139.0,163668500.0,8708503.4,23262.0,0.0,0.0,23262.0,0.0,0.0,100.0,0.0,1230.9089999999999,23732,6292,17440,73.5,19.280060508128546,rural,253.0,241.0,92.0,139.0,138.0,38.0,"$59,613",6,12627.015,,0.0,0.0
314,Hunt,TX,175131276000.0,43335807.8,680364045.0,32733506.1,99571.0,15366.609,1.5020174e-13,84204.391,15.4,0.0,84.6,15.432815626364038,840.318,86129,37353,48776,56.6,102.49572185767771,rural,140.0,87.0,261.0,67.0,43.0,188.0,"$53,360",6,12627.015,1.0,0.0,0.0
315,Irion,TX,21461002000.0,1696851.6,24344124.0,1295306.6,3460.0,0.0,0.0,3460.0,0.0,0.0,100.0,0.0,1051.563,1599,0,1599,100.0,1.5205936306241283,rural,343.0,381.0,118.0,202.0,236.0,61.0,"$56,775",6,12627.015,,0.0,0.0
316,Jackson TX,TX,103235309000.0,8017808.369999999,123537920.0,6070073.41,17975.0,2229.831,0.0,15745.169,12.4,0.0,87.6,12.405179379149704,829.435,14075,5374,8701,61.8,16.969382772610267,rural,189.0,251.0,265.0,98.0,143.0,192.0,"$57,786",6,12627.015,1.0,0.0,0.0
317,Jeff Davis,TX,5049488890.0,1292507.413,19053274.85,983625.952,2732.99999,133.67859,1.682701e-13,2599.3214,4.9,0.0,95.1,4.891276755322363,2264.555,2342,0,2342,100.0,1.0341987719441568,rural,388.0,388.0,37.0,244.0,243.0,11.0,"$51,343",6,12627.015,1.0,0.0,0.0
318,King,TX,785836470.0,237363.06,3405363.1,181193.18,484.0,0.0,0.0,484.0,0.0,0.0,100.0,0.0,910.872,286,0,286,100.0,0.3139848408997093,rural,398.0,397.0,193.0,253.0,252.0,124.0,"$57,925",6,12627.015,,0.0,0.0
319,Lampasas,TX,73692387000.0,9651243.32,177022124.0,7327641.88,26580.0004,6902.6009,3590.3575,16087.042,26.0,13.5,60.5,25.96915305817207,712.84,19677,6244,13433,68.3,27.603669827731327,rural,229.0,196.0,299.0,124.0,110.0,211.0,"$55,151",6,12627.015,2.0,13.507740970267978,2.0
320,Lavaca,TX,48894489100.0,14474032.571,208299655.65,11045054.805,29636.99976,169.25076,1.682701e-13,29467.749,0.6,0.0,99.4,0.5710792618837266,969.7080000000001,19263,3599,15664,81.3,19.86474278855078,rural,270.0,238.0,145.0,149.0,135.0,81.0,"$51,128",6,12627.015,,0.0,0.0
321,Lee,TX,79759216000.0,10841971.99,172460892.0,8176145.64,25340.0,4432.522,2.1011547999999997e-13,20907.478,17.5,0.0,82.5,17.492194120260006,629.016,16612,5030,11582,69.7,26.409503096900558,rural,222.0,197.0,326.0,119.0,111.0,226.0,"$55,834",6,12627.015,1.0,0.0,0.0
322,Liberty,TX,297835591420.0,36127863.18,595972920.03,28311452.6347,85547.00008,103.36808,22704.745,62738.887,0.1,26.5,73.3,0.12083191656918064,1158.417,75643,27816,47827,63.2,65.2985928210653,rural,95.0,115.0,96.0,46.0,60.0,42.0,"$52,577",6,12627.015,,26.540667934908058,4.0
323,Lipscomb,TX,6575697700.0,1986199.2,28495290.0,1516182.6,4050.0,0.0,0.0,4050.0,0.0,0.0,100.0,0.0,932.179,3302,0,3302,100.0,3.5422381323758634,rural,385.0,358.0,164.0,241.0,218.0,96.0,"$57,332",6,12627.015,,0.0,0.0
324,McMullen,TX,13186731000.0,1042632.0,14958268.0,795902.26,2126.0,0.0,0.0,2126.0,0.0,0.0,100.0,0.0,1139.4260000000002,707,0,707,100.0,0.6204878596767142,rural,366.0,395.0,98.0,223.0,250.0,43.0,"$64,633",6,12627.015,,0.0,0.0
325,Martin TX,TX,43008091570.0,3396149.4659,48979816.96,2590961.6516,6974.000031999999,67.20803199999999,0.0,6906.792,1.0,0.0,99.0,0.963694178577181,914.944,4799,0,4799,100.0,5.245129756575267,rural,289.0,333.0,184.0,164.0,199.0,115.0,"$56,484",6,12627.015,,0.0,0.0
326,Medina,TX,143992358200.0,27755904.87,399910818.2,21203955.66,56857.00024,0.0,501.53924000000006,56355.461,0.0,0.9,99.1,0.0,1325.356,46006,17687,28319,61.6,34.71218299083416,rural,156.0,179.0,79.0,77.0,101.0,30.0,"$59,304",6,12627.015,,0.8821064119949772,0.0
327,Montague,TX,66389136000.0,13024072.0,186851710.0,9942039.6,26557.0,0.0,0.0,26557.0,0.0,0.0,100.0,0.0,930.9060000000001,19719,8096,11623,58.9,21.18258986406791,rural,239.0,228.0,165.0,130.0,129.0,97.0,"$50,542",6,12627.015,,0.0,0.0
328,Oldham,TX,7534618200.0,1478124.5,21206125.0,1128339.3,3014.0,0.0,0.0,3014.0,0.0,0.0,100.0,0.0,1500.533,2052,0,2052,100.0,1.3675140766647584,rural,382.0,383.0,61.0,238.0,238.0,21.0,"$56,590",6,12627.015,,0.0,0.0
329,Panola,TX,44010090000.0,13293312.0,190714400.0,10147567.0,27106.0,0.0,0.0,27106.0,0.0,0.0,100.0,0.0,801.748,23796,6492,17304,72.7,29.680111855456012,rural,283.0,188.0,269.0,159.0,106.0,195.0,"$51,192",6,12627.015,,0.0,0.0
330,Parker,TX,484787080000.0,62280172.2,1087859540.0,47722055.5,160830.00199999998,28338.425,25332.017000000003,107159.56,17.6,15.8,66.6,17.620111107617635,903.4780000000001,116927,51349,65578,56.1,129.41875729126775,rural,70.0,75.0,204.0,32.0,39.0,135.0,"$73,718",6,12627.015,4.0,15.75080361855002,1.0
331,Parmer,TX,16418137000.0,4959122.4,71146759.0,3785589.7,10112.0,0.0,0.0,10112.0,0.0,0.0,100.0,0.0,880.778,10269,4106,6163,60.0,11.659010556576115,rural,362.0,280.0,239.0,220.0,162.0,170.0,"$50,539",6,12627.015,,0.0,0.0
332,Polk TX,TX,330729548400.0,26663853.4,398877667.0,20509589.4,56865.9995,0.0,4801.8655,52064.13400000001,0.0,8.4,91.6,0.0,1057.093,45413,10155,35258,77.6,42.9602693424325,rural,91.0,155.0,115.0,44.0,85.0,58.0,"$60,180",6,12627.015,,8.444176695788942,1.0
333,Roberts,TX,3244835600.0,636564.57,9132564.6,485927.15,1298.0,0.0,0.0,1298.0,0.0,0.0,100.0,0.0,924.058,929,0,929,100.0,1.0053481491421534,rural,394.0,389.0,173.0,249.0,244.0,104.0,"$67,470",6,12627.015,,0.0,0.0
334,Shackelford,TX,29177039000.0,2306933.5,33096752.0,1761018.0,4704.0,0.0,0.0,4704.0,0.0,0.0,100.0,0.0,914.2860000000001,3378,0,3378,100.0,3.694686345410517,rural,319.0,354.0,187.0,185.0,215.0,118.0,"$57,126",6,12627.015,,0.0,0.0
335,Sherman,TX,18427930000.0,1457036.5,20903582.0,1112241.6,2971.0,0.0,0.0,2971.0,0.0,0.0,100.0,0.0,923.035,3034,0,3034,100.0,3.2869826171271948,rural,353.0,361.0,176.0,211.0,220.0,107.0,"$57,052",6,12627.015,,0.0,0.0
336,Somervell,TX,30748442000.0,6032160.4,86541251.0,4604702.6,12300.0,0.0,0.0,12300.0,0.0,0.0,100.0,0.0,186.463,8490,0,8490,100.0,45.53182132648301,rural,316.0,147.0,396.0,183.0,80.0,253.0,"$63,929",6,12627.015,,0.0,0.0
337,Sterling,TX,6222184700.0,1220654.2,17512291.0,931797.14,2489.0,0.0,0.0,2489.0,0.0,0.0,100.0,0.0,923.451,1143,0,1143,100.0,1.237748402459903,rural,386.0,386.0,175.0,242.0,241.0,106.0,"$59,064",6,12627.015,,0.0,0.0
338,Upton,TX,29592613000.0,2339791.6,33568155.0,1786100.5,4771.0,0.0,0.0,4771.0,0.0,0.0,100.0,0.0,1241.323,3355,0,3355,100.0,2.7027593118315614,rural,318.0,367.0,90.0,184.0,225.0,36.0,"$53,867",6,12627.015,,0.0,0.0
339,Van Zandt,TX,356413748000.0,28217305.9,436754153.0,21350839.34,63639.0,8367.298,0.0,55271.70200000001,13.1,0.0,86.9,13.14806641247898,842.557,52579,13135,39444,75.0,62.404086607790326,rural,85.0,120.0,258.0,41.0,63.0,185.0,"$51,152",6,12627.015,1.0,0.0,0.0
340,Waller,TX,251989301100.0,18900500.04,356409008.0,14058690.79,54493.9996,20036.676,2582.4366,31874.887,36.8,4.7,58.5,36.7685911708161,513.429,43205,16573,26632,61.6,84.14973803634382,rural,109.0,99.0,358.0,52.0,49.0,237.0,"$59,807",6,12627.015,2.0,4.7389374906042265,0.0
341,Wilson,TX,100882822000.0,25536311.4,396625448.0,19314140.88,57853.99980000001,7930.8778,0.0,49923.122,13.7,0.0,86.3,13.708434723066564,803.7330000000001,42918,6068,36850,85.9,53.39833004243946,rural,195.0,132.0,268.0,102.0,70.0,194.0,"$71,207",6,12627.015,1.0,0.0,0.0
342,Wise,TX,563196250000.0,44530095.0,638857370.0,33992439.0,90800.0,0.0,0.0,90800.0,0.0,0.0,100.0,0.0,904.422,59127,16492,42635,72.1,65.37545526314044,rural,63.0,114.0,203.0,26.0,59.0,134.0,"$66,387",6,12627.015,,0.0,0.0
343,Bell,TX,571408080000.0,49024877.0,1863271080.0,34444727.0,311971.003,237924.42,74046.583,0.0,76.3,23.7,0.0,76.26491480788886,1051.016,310235,263122,47113,15.2,295.1762865646194,suburban,61.0,43.0,119.0,25.0,20.0,62.0,"$54,292",6,12492.615,10.0,37.73121373887388,9.0
344,Brazoria,TX,881499330000.0,72194969.7,2022832030.0,51373802.5,330607.004,222870.56,40134.2,67602.244,67.4,12.1,20.4,67.41253403382393,1357.701,313166,242614,70552,22.5,230.65903317446185,suburban,48.0,49.0,76.0,18.0,24.0,28.0,"$74,225",6,12492.615,14.0,12.139549293653992,4.0
345,Brazos,TX,455226325000.0,22720521.3,926786250.0,14600873.8,159123.0,143610.39,15512.61,0.0,90.3,9.7,0.0,90.25118284216565,585.445,194851,171345,23506,12.1,332.825457557926,suburban,73.0,39.0,338.0,34.0,18.0,231.0,"$50,113",6,12492.615,15.0,20.125941217703566,1.0
346,Brown TX,TX,111537801000.0,13493521.1,276906282.0,10086004.2,42743.9997,17097.6,5310.9187,20335.481,40.0,12.4,47.6,40.0,944.433,38106,22711,15395,40.4,40.348018334810405,suburban,184.0,162.0,155.0,94.0,88.0,87.0,"$60,626",6,12492.615,,12.424945394444805,1.0
347,Caldwell,TX,158696557000.0,14485485.38,284787129.0,10686301.82,44035.99950000001,18735.507,1608.0575,23692.435,42.5,3.7,53.8,42.5458874852546,545.257,38066,21967,16099,42.3,69.81295059027212,suburban,150.0,111.0,351.0,73.0,56.0,235.0,"$52,588",6,12492.615,,3.6516883648173537,0.0
348,Calhoun,TX,101818370000.0,8091460.6,151642293.0,5966122.87,23294.0,9317.6,0.0,13976.4,40.0,0.0,60.0,40.0,506.84,21381,11817,9564,44.7,42.184910425380785,suburban,193.0,158.0,359.0,100.0,87.0,238.0,"$52,085",6,12492.615,,0.0,0.0
349,Crane,TX,18350663400.0,1844841.89,34574234.0,1360267.81,5311.0,2124.4,1.682701e-13,3186.6,40.0,0.0,60.0,40.0,785.069,4375,3907,468,10.7,5.5727585728133455,suburban,355.0,330.0,277.0,213.0,197.0,201.0,"$61,987",6,12492.615,,0.0,0.0
350,Dallam,TX,27641745500.0,2778899.49,52079435.0,2048981.82,8000.0,3200.0,1.682701e-13,4800.0,40.0,0.0,60.0,40.0,1503.259,6703,5125,1578,23.5,4.458978792077747,suburban,323.0,340.0,58.0,189.0,204.0,18.0,"$50,587",6,12492.615,,0.0,0.0
351,Ector,TX,726682304000.0,51518731.6,1156379115.0,37224674.6,183873.9991,103088.73,7011.4681,73773.80099999999,56.1,3.8,40.1,56.06487645361915,897.687,137130,124164,12966,9.5,152.7592579596229,suburban,55.0,65.0,221.0,22.0,32.0,152.0,"$60,431",6,12492.615,3.0,3.8131917213118633,0.0
