,County,State,vehicle_pc_BEV,vehicle_pc_FFV,vehicle_pc_SIDI,annual_ghg_m2,annual_operatingcost_m2,total_annualcost_m2,annual_fueluse_m2,total_vehicles_m2,vehicle_split_BEV_m2,vehicle_split_FFV_m2,vehicle_split_SIDI_m2
331,Polk TX,TX,0.0,8.4,91.6,312867030.99916464,25223.75363378624,377334.50793827977,19401.877980461508,53.79469876349573,0.0,4.54251943774105,49.25217932575469
332,Potter,TX,13.4,0.0,86.6,322683012.4288561,34975.440404240566,762648.1334698416,26135.89044111981,113.4009269350595,15.239895637240332,0.0,98.16103129781916
333,Presidio,TX,2.9,0.0,97.1,8308205.850898401,656.4215893860741,14044.667266889168,498.8972021694127,2.0540890145015727,0.059234664431784614,0.0,1.9948543500697882
334,Rains,TX,0.0,0.0,100.0,274505996.8969545,21673.737426564163,461409.1836201036,16544.837700259748,67.18180708819274,0.0,0.0,67.18180708819274
335,Randall,TX,13.0,0.0,87.0,358794032.981403,66764.0816022046,1032282.0730540709,50524.11282395584,150.36246302976048,19.50719987186576,0.0,130.85526315789474
336,Reagan,TX,9.4,0.0,90.6,26792423.098423287,2120.313666031084,32087.337541616987,1608.6826310876952,4.642215083625385,0.4370823559241418,0.0,4.205132727701243
337,Real,TX,0.0,0.0,100.0,27544313.102925505,2177.8392293995234,46363.71827601742,1662.4727007487181,6.750620356266849,0.0,0.0,6.750620356266849
338,Red River,TX,0.0,0.0,100.0,57123332.73521144,4516.556110586951,96152.3387530895,3447.7527981492954,13.999911246428152,0.0,0.0,13.999911246428152
339,Reeves,TX,4.2,0.0,95.8,23560798.254517857,1834.8775563250013,39348.48330882702,1391.7549191291562,5.766541846985723,0.24135510885547598,0.0,5.525186738130246
340,Refugio,TX,0.0,0.0,100.0,44029302.58396457,3476.352207298649,74007.58264065915,2653.7039681015103,10.775604716241544,0.0,0.0,10.775604716241544
341,Roberts,TX,0.0,0.0,100.0,3511506.4205926466,688.8794534542203,9883.107553854845,525.8621753179996,1.4046737326012004,0.0,0.0,1.4046737326012004
342,Robertson,TX,0.0,0.0,100.0,62316183.68017128,7575.547136030516,161274.78283429728,5782.860475199344,23.48182679800814,0.0,0.0,23.48182679800814
343,Rockwall,TX,85.0,0.0,15.0,4016167102.238735,209653.97761264522,4511510.571806417,132640.33738467834,750.4880506313172,637.7105938474133,0.0,112.77745678390376
344,Runnels,TX,10.5,0.0,89.5,48120736.86063495,3814.0052429004377,82720.36719333552,2863.937779807698,12.243266869341403,1.286418509056135,0.0,10.956848360285267
345,Rusk,TX,0.1,0.0,99.9,150481960.10506186,18271.524188146013,389073.20898631745,13944.821804774101,56.66176417680436,0.07868814114739071,0.0,56.583076035656966
346,Sabine,TX,0.0,0.0,100.0,70720960.94751623,8597.284845031441,183026.40875882702,6562.812837054072,26.648893953885917,0.0,0.0,26.648893953885917
347,San Augustine,TX,1.6,0.0,98.4,72762596.17794548,5714.773241472366,122001.75359978295,4351.802301675096,17.808113301058885,0.2875161921919433,0.0,17.520597108866937
348,San Jacinto,TX,0.0,0.0,100.0,205632058.71657622,16258.658077481849,346128.3318371943,12411.189421740803,50.396754988642805,0.0,0.0,50.396754988642805
349,San Patricio,TX,12.5,16.3,71.2,274675033.99663424,39356.97504221639,665133.2985315473,30281.874076178417,97.38683713773577,12.186129373236176,15.865047422240359,69.33566034225922
350,San Saba,TX,0.0,0.0,100.0,18454896.82435521,2243.4932885403555,47761.418377746086,1712.5902737345382,6.954127422163539,0.0,0.0,6.954127422163539
351,Schleicher,TX,0.0,0.0,100.0,13336983.74064381,1054.5118759680458,22449.357942363593,804.9708918611659,3.268657058056049,0.0,0.0,3.268657058056049
352,Scurry,TX,0.0,13.1,86.9,124749696.7233755,10176.27626888024,155934.60225038766,7862.733090064102,22.26863284753116,0.0,2.920691947817866,19.34794089971329
353,Shackelford,TX,0.0,0.0,100.0,31912376.433632366,2523.2077271225853,36199.56118763713,1926.112835589739,5.144998392188003,0.0,0.0,5.144998392188003
354,Shelby,TX,0.0,0.0,100.0,143689281.9479551,11361.0445421785,241863.70246724723,8672.55308371345,35.21568459858996,0.0,0.0,35.21568459858996
355,Sherman,TX,0.0,0.0,100.0,19964497.554263923,1578.527899808783,22646.575698646313,1204.983126316987,3.218729517298911,0.0,0.0,3.218729517298911
356,Smith,TX,28.7,0.0,71.3,1175380236.018293,93237.28704851246,1601022.1454353663,69613.79439451128,240.44933550671007,69.01793469885638,0.0,171.4314008078537
357,Somervell,TX,0.0,0.0,100.0,164903718.1639253,32350.441642577887,464120.23296847095,24694.99364485179,65.96482948359728,0.0,0.0,65.96482948359728
358,Starr,TX,0.0,0.0,100.0,167911311.42702743,15166.26920507955,313500.0682647429,11577.304711738838,45.578774651952,0.0,0.0,45.578774651952
359,Stephens,TX,0.0,0.0,100.0,46808058.04270904,3700.9608361147702,78789.24501432446,2825.16094785546,11.471821161367163,0.0,0.0,11.471821161367163
360,Sterling,TX,0.0,0.0,100.0,6737969.529514831,1321.8397077917507,18963.96343715043,1009.0379890216157,2.695324386459054,0.0,0.0,2.695324386459054
361,Stonewall,TX,0.0,0.0,100.0,9115117.105181308,720.7026529144517,15342.939585054452,550.1546960481844,2.23395280870183,0.0,0.0,2.23395280870183
362,Sutton,TX,0.0,0.0,100.0,6384291.497641556,1928.3845945391988,27665.845441927573,1472.0493340101211,3.9321120882355762,0.0,0.0,3.9321120882355762
363,Swisher,TX,0.0,0.0,100.0,31508678.786598798,2491.2887472912143,53036.702431812744,1901.7471036073332,7.722215918729126,0.0,0.0,7.722215918729126
364,Tarrant,TX,86.9,13.1,0.0,11119056180.581928,290095.14733536507,11626617.863660362,190873.08246333982,1984.195340941723,1724.722790895869,259.4725500458541,0.0
365,Taylor,TX,15.7,0.0,84.3,408334458.3377023,43417.59768969976,950674.6203383314,32321.51303257488,141.8619586872182,22.245672556009925,0.0,119.61628613120827
366,Terrell,TX,0.0,0.0,100.0,2076447.2910816083,164.177931032143,3495.1613340989456,125.3266673056192,0.5089002411338976,0.0,0.0,0.5089002411338976
367,Terry,TX,0.0,0.0,100.0,51276494.39324783,4054.26562065796,86310.70081308315,3094.8592489753496,12.566955320367358,0.0,0.0,12.566955320367358
368,Throckmorton,TX,0.0,0.0,100.0,9157155.42785507,724.0264883535403,15413.700260368723,552.691978100974,2.2442556698138847,0.0,0.0,2.2442556698138847
369,Titus,TX,25.6,0.0,74.4,286519088.5941279,22795.918030606765,508654.4400498456,16673.52790515547,77.11043383392358,19.70742093416147,0.0,57.403012899762096
370,Tom Green,TX,7.2,0.0,92.8,212287368.62438992,35659.768773669944,532671.4065698974,27096.403258404225,76.73991689728851,5.52222695292686,0.0,71.21768994436165
371,Travis,TX,82.4,17.6,0.0,1749864684.1755521,148486.09980589818,5922797.166638726,100659.57249126946,1002.9761604197931,825.958965948362,177.01719447143108,0.0
372,Trinity TX,TX,0.0,0.0,100.0,60819483.050945185,7393.598833923482,157401.29871627773,5643.968639346719,22.917844084843306,0.0,0.0,22.917844084843306
373,Tyler,TX,0.0,0.0,100.0,63341041.275239296,7700.13520807441,163927.11311291173,5877.96584319541,23.86801095942568,0.0,0.0,23.86801095942568
374,Upshur,TX,0.0,0.0,100.0,304523456.015727,24042.081998535028,511847.6886406483,18352.1390194992,74.52821543999711,0.01612943560906909,0.0,74.51208600438805
375,Upton,TX,0.0,0.0,100.0,23839555.990216903,1884.9161057064882,27042.21863107457,1438.8672900870365,3.843476803799815,0.0,0.0,3.843476803799815
376,Uvalde,TX,7.1,0.0,92.9,48956761.89764335,5598.532925759015,120681.90001456237,4227.077469190295,17.76672616186388,1.2619212266406177,0.0,16.504804935223262
377,Val Verde,TX,3.1,0.0,96.9,60801450.7671516,4804.1508355195165,102836.07243819063,3649.800454726131,15.046347118212895,0.47351716352651246,0.0,14.572829954686382
378,Van Zandt,TX,13.1,0.0,86.9,423014404.9601392,33490.08541855328,518367.48492980294,25340.528106703758,75.53079494918444,9.930839100500027,0.0,65.59995584868443
379,Victoria,TX,21.4,0.0,78.6,556378596.2139925,42565.94134964513,694499.9733603281,31996.702688793088,102.81326270230564,21.9651904509813,0.0,80.84807225132433
380,Walker,TX,16.3,0.0,83.7,203101677.06195986,21488.466899354607,471065.41192013456,15979.513854794057,70.36365910919713,11.476150166609495,0.0,58.88750894258764
381,Waller,TX,36.8,4.7,58.5,490795826.305436,36812.22375007304,694172.5415343865,27381.903648014337,106.13715521103171,39.02513682488363,5.0297734842140125,62.08224490193406
382,Ward,TX,14.9,2.1,82.9,101920711.810168,8086.021471944778,128052.02249396243,6122.289511035158,18.737389546698072,2.798448663358872,0.4012806096682392,15.537660273670959
383,Washington TX,TX,35.3,15.6,49.0,226381414.8097371,19400.482818227872,456960.3380389896,14607.604552664601,70.49212324117397,24.908752984498815,11.02675501776625,34.55661523890891
384,Webb,TX,3.2,0.0,96.8,247713991.03133678,19572.893949751928,418983.7294978822,14869.482659731631,61.3048047855083,1.9399889096535397,0.0,59.36481587585476
385,Wharton,TX,10.6,0.0,89.4,174667189.6146941,13826.034617686322,299896.2104681674,10381.065626294709,44.390738019610545,4.687932698061962,0.0,39.70280532154859
386,Wheeler,TX,9.8,0.0,90.2,21302270.47324124,2380.558050480961,51565.2528148554,1789.6087643503777,7.623646425513628,0.7475160274809928,0.0,6.876130398032635
387,Wichita,TX,30.6,0.0,69.4,547582433.8617597,51397.52985141197,1158471.0788561525,37231.3997349373,177.06793505963913,54.23687429911306,0.0,122.83106076052607
388,Wilbarger,TX,11.4,0.0,88.6,52331357.66405313,3978.9753142626414,86430.99787401478,2983.6789638706114,12.809472994631475,1.4540039388408437,0.0,11.35546905579063
389,Willacy,TX,0.0,0.0,100.0,151775244.9394975,8903.659783863966,184046.43775167048,6796.687009147344,26.757925608835095,0.0,0.0,26.757925608835095
390,Williamson,TX,33.0,17.7,49.3,1477844796.9825706,120309.56994660659,2816643.7271472933,91108.8792572317,432.83439819083014,142.87607204845196,76.71228280707464,213.24604333530357
391,Wilson,TX,13.7,0.0,86.3,125517829.92610727,31772.132536551308,493479.11308855045,24030.543576038304,71.98161553650279,9.867552781831776,0.0,62.114062754671004
392,Winkler,TX,0.3,0.0,99.7,81588998.84319118,6448.381867348625,92665.2572859339,4921.52510869604,13.177871691711044,0.0399950600815354,0.0,13.137876631629508
393,Wise,TX,0.0,0.0,100.0,622714009.6105579,49235.97059779616,706370.8865993972,37584.710455959714,100.3956117829951,0.0,0.0,100.3956117829951
394,Wood,TX,0.0,0.0,100.0,217718145.66498354,26467.187098014052,563456.3119736406,20203.960113695186,82.04000409153888,0.0,0.0,82.04000409153888
395,Yoakum,TX,0.0,0.0,100.0,86658717.93204518,6851.822915364106,98300.65598943613,5230.39922071556,13.97134954258304,0.0,0.0,13.97134954258304
396,Young,TX,0.0,0.0,100.0,101387733.6331069,8016.398168115232,170659.99028943604,6119.387993893718,24.84832711478149,0.0,0.0,24.84832711478149
397,Zapata,TX,0.0,0.0,100.0,50695541.519933656,4008.3315304703865,82855.72288794606,3059.79505454662,12.046129253254167,0.0,0.0,12.046129253254167
398,Zavala,TX,0.0,0.0,100.0,38337400.9369465,2249.004320929609,46488.888597709585,1716.7972092005125,6.758871162920474,0.0,0.0,6.758871162920474
